booking_id,requester_id,space_code,requested_start_time,requested_end_time,purpose_of_use,expected_participants,final_booking_status,created_at
1061960,DGU0258,DG033,2025-06-13T09:00:00,2025-06-13T10:00:00,student activity,35,rejected,2025-05-18T05:42:00
1061961,DGU0310,DG028,2025-02-10T09:30:00,2025-02-10T10:30:00,meeting,9,rejected,2025-01-07T02:02:00
1061962,DGU0133,DG031,2024-05-16T15:00:00,2024-05-16T17:00:00,seminar,237,cancelled,2024-04-22T10:54:00
1061963,DGL0018,DG017,2024-10-11T16:00:00,2024-10-11T18:00:00,seminar,14,approved,2024-08-31T10:00:00
1061964,DGU0034,DG042,2023-05-28T09:00:00,2023-05-28T10:00:00,student activity,49,pending,2023-04-14T01:44:00
1061965,DGU0305,DG022,2023-12-31T16:00:00,2023-12-31T18:00:00,meeting,6,no-show,2023-12-26T13:05:00
1061966,DGU0275,DG039,2024-12-26T12:00:00,2024-12-26T13:00:00,lecture,17,approved,2024-11-10T08:14:00
1061967,DGU0216,DG041,2023-11-15T15:30:00,2023-11-15T17:30:00,seminar,22,cancelled,2023-10-23T11:04:00
1061968,DGU0220,DG060,2022-12-04T08:30:00,2022-12-04T09:30:00,student activity,49,rejected,2022-10-16T03:26:00
1061969,DGL0006,DG011,2024-08-23T10:00:00,2024-08-23T12:00:00,meeting,9,cancelled,2024-07-27T00:20:00
1061970,DGU0043,DG051,2024-10-07T15:30:00,2024-10-07T17:30:00,examination,7,cancelled,2024-09-27T08:16:00
1061971,DGU0222,DG024,2024-10-10T13:30:00,2024-10-10T14:30:00,student activity,12,cancelled,2024-09-26T07:36:00
1061972,DGU0151,DG053,2023-10-13T08:00:00,2023-10-13T09:00:00,meeting,1,completed,2023-09-02T03:40:00
1061973,DGU0006,DG010,2023-01-17T16:00:00,2023-01-17T17:00:00,administrative event,11,completed,2022-12-10T12:42:00
1061974,DGU0147,DG017,2023-10-03T09:00:00,2023-10-03T10:00:00,workshop,6,completed,2023-08-04T06:19:00
1061975,DGU0183,DG042,2022-10-26T10:00:00,2022-10-26T11:00:00,workshop,35,completed,2022-09-03T09:56:00
1061976,DGU0043,DG027,2025-07-11T14:00:00,2025-07-11T16:00:00,examination,48,completed,2025-06-24T07:37:00
1061977,DGU0228,DG035,2025-04-08T14:00:00,2025-04-08T15:00:00,administrative event,10,no-show,2025-02-07T11:18:00
1061978,DGU0191,DG031,2023-04-11T13:00:00,2023-04-11T14:30:00,seminar,159,pending,2023-02-15T11:34:00
1061979,DGU0017,DG049,2023-04-16T10:00:00,2023-04-16T12:00:00,workshop,105,completed,2023-03-08T02:36:00
1061980,DGU0067,DG001,2024-07-02T09:00:00,2024-07-02T12:00:00,administrative event,125,completed,2024-05-24T06:32:00
1061981,DGU0078,DG059,2025-05-19T10:00:00,2025-05-19T12:00:00,meeting,9,completed,2025-04-21T07:47:00
1061982,DGTA0011,DG033,2024-04-09T17:00:00,2024-04-09T18:00:00,lecture,7,completed,2024-03-26T12:48:00
1061983,DGU0188,DG029,2024-05-24T15:00:00,2024-05-24T17:00:00,meeting,17,approved,2024-04-24T11:21:00
1061984,DGU0379,DG034,2023-05-09T16:00:00,2023-05-09T17:30:00,meeting,8,cancelled,2023-04-14T14:57:00
1061985,DGU0272,DG010,2024-11-02T14:00:00,2024-11-02T16:00:00,student activity,6,approved,2024-10-03T08:24:00
1061986,DGU0149,DG047,2023-07-04T09:00:00,2023-07-04T10:00:00,seminar,2,approved,2023-06-29T23:28:00
1061987,DGU0297,DG036,2022-12-22T08:00:00,2022-12-22T09:00:00,workshop,34,completed,2022-12-06T02:39:00
1061988,DGU0156,DG056,2023-01-02T09:00:00,2023-01-02T11:00:00,lecture,13,no-show,2022-12-30T00:09:00
1061989,DGL0004,DG006,2023-05-01T08:00:00,2023-05-01T09:00:00,workshop,33,approved,2023-04-16T00:33:00
1061990,DGU0263,DG008,2024-08-04T15:00:00,2024-08-04T16:00:00,lecture,35,completed,2024-07-23T08:40:00
1061991,DGU0301,DG009,2024-01-29T09:00:00,2024-01-29T10:00:00,student activity,6,completed,2024-01-22T03:09:00
1061992,DGU0220,DG025,2023-11-09T11:00:00,2023-11-09T13:00:00,workshop,126,no-show,2023-09-21T06:21:00
1061993,DGU0069,DG027,2025-05-25T14:30:00,2025-05-25T15:30:00,lecture,28,cancelled,2025-05-20T07:21:00
1061994,DGU0144,DG007,2025-03-07T10:00:00,2025-03-07T11:00:00,student activity,151,cancelled,2025-01-25T09:32:00
1061995,DGU0247,DG018,2025-02-02T12:00:00,2025-02-02T14:00:00,meeting,3,cancelled,2024-12-27T09:43:00
1061996,DGL0020,DG027,2025-04-18T09:00:00,2025-04-18T10:00:00,examination,17,no-show,2025-03-29T01:42:00
1061997,DGU0216,DG056,2022-12-17T14:00:00,2022-12-17T15:00:00,workshop,15,approved,2022-12-03T11:53:00
1061998,DGL0022,DG044,2025-04-03T11:00:00,2025-04-03T13:00:00,lecture,38,rejected,2025-02-16T08:29:00
1061999,DGU0092,DG010,2024-03-21T09:30:00,2024-03-21T10:30:00,workshop,11,rejected,2024-01-31T00:52:00
1062000,DGU0272,DG015,2024-06-10T10:00:00,2024-06-10T11:00:00,lecture,19,cancelled,2024-06-05T05:36:00
1062001,DGU0205,DG006,2024-05-12T11:30:00,2024-05-12T12:30:00,student activity,24,pending,2024-05-06T09:29:00
1062002,DGU0108,DG031,2024-06-04T08:30:00,2024-06-04T10:30:00,seminar,290,pending,2024-04-20T07:32:00
1062003,DGU0387,DG023,2023-10-20T11:30:00,2023-10-20T12:30:00,meeting,2,cancelled,2023-10-08T04:30:00
1062004,DGU0054,DG049,2024-10-11T14:00:00,2024-10-11T17:00:00,seminar,142,completed,2024-08-16T04:15:00
1062005,DGU0314,DG037,2022-09-04T15:00:00,2022-09-04T16:00:00,administrative event,37,no-show,2022-08-18T06:18:00
1062006,DGU0313,DG014,2023-01-30T12:00:00,2023-01-30T13:00:00,lecture,12,completed,2022-12-28T10:02:00
1062007,DGU0395,DG047,2024-12-12T08:00:00,2024-12-12T09:00:00,administrative event,8,pending,2024-11-18T04:52:00
1062008,DGU0222,DG009,2023-01-01T17:00:00,2023-01-01T18:00:00,lecture,11,approved,2022-11-08T07:37:00
1062009,DGU0334,DG058,2025-05-13T17:00:00,2025-05-13T18:00:00,meeting,21,completed,2025-03-28T09:49:00
1062010,DGU0198,DG025,2022-09-04T11:30:00,2022-09-04T12:30:00,workshop,100,rejected,2022-08-22T07:39:00
1062011,DGU0321,DG059,2022-09-12T09:00:00,2022-09-12T11:00:00,lecture,7,pending,2022-08-19T05:14:00
1062012,DGU0025,DG051,2023-04-16T16:00:00,2023-04-16T17:00:00,examination,19,approved,2023-03-13T13:03:00
1062013,DGU0237,DG033,2025-02-12T14:00:00,2025-02-12T15:00:00,examination,50,completed,2024-12-29T07:56:00
1062014,DGL0012,DG037,2024-10-01T12:30:00,2024-10-01T14:30:00,workshop,52,rejected,2024-08-03T10:48:00
1062015,DGU0164,DG013,2025-06-03T15:00:00,2025-06-03T18:00:00,administrative event,239,approved,2025-04-07T10:18:00
1062016,DGU0323,DG008,2023-09-16T13:00:00,2023-09-16T14:00:00,examination,22,approved,2023-08-02T10:15:00
1062017,DGU0277,DG013,2023-12-13T12:30:00,2023-12-13T14:00:00,seminar,171,pending,2023-11-15T08:53:00
1062018,DGU0108,DG052,2024-03-25T11:00:00,2024-03-25T13:00:00,workshop,10,pending,2024-02-22T04:42:00
1062019,DGTA0017,DG022,2024-01-24T08:00:00,2024-01-24T09:30:00,meeting,10,rejected,2023-12-01T02:09:00
1062020,DGU0370,DG001,2024-11-17T08:30:00,2024-11-17T10:30:00,administrative event,146,rejected,2024-09-20T07:49:00
1062021,DGU0033,DG039,2025-04-01T12:00:00,2025-04-01T13:00:00,student activity,28,completed,2025-02-16T03:15:00
1062022,DGL0002,DG032,2025-05-23T09:00:00,2025-05-23T10:00:00,examination,12,approved,2025-04-16T00:12:00
1062023,DGU0125,DG034,2022-12-15T16:00:00,2022-12-15T17:00:00,meeting,15,approved,2022-10-25T13:29:00
1062024,DGU0175,DG026,2025-04-24T09:30:00,2025-04-24T10:30:00,student activity,7,rejected,2025-03-17T23:48:00
1062025,DGTA0004,DG033,2024-05-18T13:00:00,2024-05-18T15:00:00,examination,43,completed,2024-04-24T05:01:00
1062026,DGU0252,DG043,2023-12-24T12:00:00,2023-12-24T15:00:00,seminar,66,completed,2023-11-23T11:17:00
1062027,DGU0168,DG048,2025-01-08T15:30:00,2025-01-08T17:30:00,meeting,14,rejected,2024-11-10T06:33:00
1062028,DGU0273,DG037,2022-09-30T13:00:00,2022-09-30T15:00:00,workshop,128,pending,2022-09-23T04:23:00
1062029,DGDA0010,DG017,2025-03-16T11:00:00,2025-03-16T13:00:00,seminar,13,completed,2025-02-15T06:42:00
1062030,DGU0023,DG029,2024-02-07T11:00:00,2024-02-07T12:00:00,meeting,19,completed,2023-12-16T09:07:00
1062031,DGU0170,DG017,2023-01-15T13:00:00,2023-01-15T14:00:00,seminar,12,completed,2022-12-06T08:22:00
1062032,DGL0033,DG001,2024-05-01T10:30:00,2024-05-01T11:30:00,workshop,44,rejected,2024-04-11T00:49:00
1062033,DGU0043,DG055,2025-08-12T10:00:00,2025-08-12T11:00:00,seminar,104,completed,2025-06-18T07:29:00
1062034,DGU0046,DG047,2023-07-10T16:00:00,2023-07-10T17:00:00,meeting,7,completed,2023-06-20T07:19:00
1062035,DGL0010,DG024,2023-10-20T09:00:00,2023-10-20T11:00:00,meeting,17,completed,2023-09-05T01:01:00
1062036,DGU0116,DG052,2024-12-18T15:00:00,2024-12-18T16:00:00,meeting,21,completed,2024-10-22T13:09:00
1062037,DGTA0003,DG014,2024-03-14T16:00:00,2024-03-14T17:00:00,seminar,32,no-show,2024-01-26T11:44:00
1062038,DGU0048,DG021,2024-03-29T09:00:00,2024-03-29T12:00:00,student activity,5,completed,2024-02-06T23:29:00
1062039,DGU0081,DG007,2023-03-12T15:00:00,2023-03-12T17:00:00,examination,216,approved,2023-02-27T11:54:00
1062040,DGU0128,DG043,2023-05-18T12:30:00,2023-05-18T13:30:00,seminar,46,rejected,2023-04-24T09:45:00
1062041,DGU0026,DG019,2025-07-15T10:00:00,2025-07-15T12:00:00,administrative event,107,approved,2025-06-10T06:03:00
1062042,DGU0029,DG011,2024-11-21T11:30:00,2024-11-21T12:30:00,meeting,12,rejected,2024-09-27T06:46:00
1062043,DGU0010,DG015,2025-01-02T12:00:00,2025-01-02T13:00:00,student activity,26,cancelled,2024-11-04T10:47:00
1062044,DGU0044,DG003,2023-12-12T09:00:00,2023-12-12T10:00:00,examination,13,no-show,2023-11-16T05:34:00
1062045,DGU0394,DG058,2025-01-06T16:30:00,2025-01-06T17:30:00,student activity,18,pending,2024-12-16T10:59:00
1062046,DGDA0004,DG021,2024-07-30T14:30:00,2024-07-30T15:30:00,lecture,13,cancelled,2024-07-22T09:34:00
1062047,DGU0308,DG029,2024-11-10T08:30:00,2024-11-10T10:30:00,meeting,14,pending,2024-11-01T08:01:00
1062048,DGU0143,DG055,2023-04-24T12:00:00,2023-04-24T15:00:00,seminar,166,completed,2023-03-30T11:06:00
1062049,DGU0210,DG043,2023-09-21T14:00:00,2023-09-21T16:00:00,workshop,82,approved,2023-07-23T07:15:00
1062050,DGU0355,DG049,2024-07-15T12:30:00,2024-07-15T13:30:00,examination,128,cancelled,2024-05-25T09:51:00
1062051,DGU0032,DG027,2024-04-06T13:00:00,2024-04-06T14:00:00,administrative event,49,completed,2024-03-25T08:38:00
1062052,DGU0337,DG029,2023-04-16T10:00:00,2023-04-16T12:00:00,seminar,10,completed,2023-03-27T06:19:00
1062053,DGU0324,DG017,2024-07-05T09:00:00,2024-07-05T10:00:00,seminar,20,completed,2024-05-23T03:39:00
1062054,DGU0010,DG022,2024-08-26T15:00:00,2024-08-26T16:00:00,meeting,5,completed,2024-07-23T07:34:00
1062055,DGU0059,DG004,2023-09-18T15:00:00,2023-09-18T17:00:00,workshop,10,completed,2023-09-09T13:57:00
1062056,DGU0278,DG054,2023-05-18T13:00:00,2023-05-18T15:00:00,meeting,24,approved,2023-03-25T12:53:00
1062057,DGL0034,DG023,2023-04-13T12:00:00,2023-04-13T13:00:00,seminar,6,cancelled,2023-02-24T06:34:00
1062058,DGU0031,DG001,2025-06-10T11:00:00,2025-06-10T12:00:00,workshop,49,rejected,2025-06-06T02:43:00
1062059,DGU0075,DG020,2023-04-16T17:00:00,2023-04-16T18:00:00,lecture,13,completed,2023-03-31T08:04:00
1062060,DGU0240,DG015,2023-05-24T09:30:00,2023-05-24T10:30:00,lecture,24,cancelled,2023-03-29T00:53:00
1062061,DGU0147,DG009,2024-09-25T13:00:00,2024-09-25T14:00:00,examination,22,completed,2024-09-02T10:09:00
1062062,DGL0028,DG011,2024-10-29T13:00:00,2024-10-29T15:00:00,administrative event,3,approved,2024-10-02T08:38:00
1062063,DGU0205,DG010,2024-06-14T17:00:00,2024-06-14T18:00:00,student activity,8,completed,2024-04-17T09:41:00
1062064,DGU0137,DG001,2022-11-12T09:30:00,2022-11-12T10:30:00,examination,93,pending,2022-11-03T08:29:00
1062065,DGTA0021,DG052,2023-06-15T17:00:00,2023-06-15T18:00:00,workshop,15,approved,2023-05-27T12:57:00
1062066,DGU0188,DG009,2024-02-20T15:00:00,2024-02-20T16:00:00,examination,9,completed,2024-02-04T09:28:00
1062067,DGL0015,DG012,2023-06-10T09:00:00,2023-06-10T11:00:00,workshop,15,completed,2023-04-15T01:51:00
1062068,DGU0388,DG029,2025-01-02T12:00:00,2025-01-02T13:00:00,administrative event,27,completed,2024-11-06T07:57:00
1062069,DGU0371,DG042,2023-07-22T12:00:00,2023-07-22T14:00:00,meeting,35,cancelled,2023-07-08T11:21:00
1062070,DGU0307,DG007,2023-05-24T10:00:00,2023-05-24T11:00:00,examination,54,completed,2023-05-03T00:51:00
1062071,DGU0368,DG011,2023-04-25T15:30:00,2023-04-25T16:30:00,seminar,2,pending,2023-02-26T07:29:00
1062072,DGU0289,DG060,2023-05-01T13:00:00,2023-05-01T14:00:00,student activity,28,completed,2023-03-26T05:28:00
1062073,DGU0233,DG028,2024-08-12T11:00:00,2024-08-12T14:00:00,student activity,5,approved,2024-08-01T08:13:00
1062074,DGU0235,DG005,2022-09-11T16:00:00,2022-09-11T18:00:00,student activity,9,completed,2022-08-04T07:56:00
1062075,DGU0392,DG031,2024-02-09T14:30:00,2024-02-09T15:30:00,administrative event,265,pending,2024-01-15T05:07:00
1062076,DGU0240,DG047,2022-10-27T15:00:00,2022-10-27T17:00:00,meeting,5,approved,2022-10-02T06:54:00
1062077,DGU0397,DG023,2023-11-17T12:00:00,2023-11-17T13:00:00,seminar,4,pending,2023-10-02T05:59:00
1062078,DGU0251,DG020,2024-09-21T13:00:00,2024-09-21T14:00:00,student activity,10,pending,2024-07-25T04:26:00
1062079,DGU0295,DG018,2023-01-04T16:00:00,2023-01-04T18:00:00,student activity,23,pending,2022-12-06T10:33:00
1062080,DGU0370,DG033,2023-04-23T10:30:00,2023-04-23T11:30:00,student activity,33,rejected,2023-03-06T09:37:00
1062081,DGTA0006,DG060,2023-12-14T09:00:00,2023-12-14T10:00:00,student activity,38,cancelled,2023-10-23T03:16:00
1062082,DGU0011,DG047,2022-09-14T12:00:00,2022-09-14T14:00:00,administrative event,8,completed,2022-08-20T05:47:00
1062083,DGU0082,DG042,2024-12-15T09:00:00,2024-12-15T11:00:00,workshop,46,no-show,2024-10-24T04:52:00
1062084,DGU0370,DG018,2023-08-20T10:30:00,2023-08-20T11:30:00,workshop,20,rejected,2023-06-22T01:38:00
1062085,DGU0358,DG058,2023-11-16T09:00:00,2023-11-16T10:00:00,meeting,17,rejected,2023-09-29T04:38:00
1062086,DGU0364,DG052,2024-09-25T08:00:00,2024-09-25T09:00:00,student activity,4,completed,2024-08-23T05:49:00
1062087,DGU0156,DG027,2022-09-19T17:00:00,2022-09-19T18:00:00,lecture,27,completed,2022-07-31T08:30:00
1062088,DGU0023,DG027,2025-07-07T11:00:00,2025-07-07T14:00:00,student activity,53,approved,2025-06-08T04:08:00
1062089,DGL0007,DG019,2022-11-11T10:00:00,2022-11-11T12:00:00,seminar,45,completed,2022-10-13T00:04:00
1062090,DGU0038,DG044,2024-01-09T10:30:00,2024-01-09T12:30:00,lecture,32,rejected,2023-11-16T08:16:00
1062091,DGU0254,DG053,2023-11-23T16:30:00,2023-11-23T17:30:00,seminar,3,cancelled,2023-10-27T16:15:00
1062092,DGU0018,DG040,2024-01-22T13:30:00,2024-01-22T15:00:00,student activity,33,pending,2023-11-28T05:00:00
1062093,DGU0265,DG011,2023-07-10T15:30:00,2023-07-10T17:30:00,seminar,8,cancelled,2023-05-26T07:50:00
1062094,DGU0362,DG025,2024-02-09T16:00:00,2024-02-09T17:00:00,administrative event,49,completed,2024-02-04T15:08:00
1062095,DGU0264,DG019,2022-10-11T13:00:00,2022-10-11T16:00:00,workshop,112,completed,2022-08-16T08:47:00
1062096,DGU0265,DG007,2025-01-16T10:30:00,2025-01-16T11:30:00,examination,83,rejected,2024-12-01T02:59:00
1062097,DGU0235,DG005,2022-10-14T12:00:00,2022-10-14T13:00:00,administrative event,21,completed,2022-10-12T10:58:00
1062098,DGU0176,DG054,2022-11-22T14:00:00,2022-11-22T17:00:00,workshop,22,completed,2022-11-13T09:26:00
1062099,DGU0247,DG023,2024-02-03T17:00:00,2024-02-03T18:00:00,seminar,4,completed,2023-12-15T07:33:00
1062100,DGU0142,DG058,2025-01-24T16:00:00,2025-01-24T18:00:00,student activity,12,pending,2025-01-14T06:05:00
1062101,DGU0187,DG023,2024-02-21T13:00:00,2024-02-21T15:00:00,administrative event,7,completed,2024-01-11T06:52:00
1062102,DGL0029,DG052,2022-10-08T09:00:00,2022-10-08T11:00:00,meeting,26,completed,2022-08-17T05:31:00
1062103,DGU0094,DG051,2025-08-04T09:00:00,2025-08-04T10:30:00,student activity,9,cancelled,2025-06-24T04:06:00
1062104,DGU0323,DG011,2024-01-26T16:00:00,2024-01-26T17:00:00,administrative event,2,rejected,2024-01-16T13:44:00
1062105,DGU0159,DG027,2024-08-02T12:00:00,2024-08-02T13:00:00,student activity,15,approved,2024-07-10T10:51:00
1062106,DGU0100,DG044,2022-11-17T09:00:00,2022-11-17T11:00:00,seminar,38,completed,2022-10-23T07:05:00
1062107,DGU0276,DG015,2024-09-09T16:00:00,2024-09-09T18:00:00,lecture,44,completed,2024-08-24T14:14:00
1062108,DGU0246,DG043,2025-04-03T17:00:00,2025-04-03T18:00:00,examination,50,completed,2025-02-08T12:58:00
1062109,DGU0001,DG025,2022-10-03T13:30:00,2022-10-03T14:30:00,workshop,168,pending,2022-09-15T12:26:00
1062110,DGU0360,DG035,2024-04-06T11:00:00,2024-04-06T12:00:00,administrative event,2,cancelled,2024-03-16T05:58:00
1062111,DGU0055,DG015,2022-11-01T08:30:00,2022-11-01T10:30:00,lecture,43,rejected,2022-10-05T05:24:00
1062112,DGU0226,DG030,2024-11-29T10:00:00,2024-11-29T13:00:00,meeting,16,completed,2024-11-09T07:41:00
1062113,DGU0147,DG051,2025-06-22T12:00:00,2025-06-22T14:00:00,examination,44,completed,2025-04-28T08:13:00
1062114,DGU0282,DG020,2024-03-26T10:00:00,2024-03-26T11:00:00,lecture,27,completed,2024-03-20T04:45:00
1062115,DGU0009,DG031,2023-02-08T15:00:00,2023-02-08T16:00:00,examination,80,completed,2023-01-21T10:18:00
1062116,DGTA0015,DG030,2023-08-10T08:00:00,2023-08-10T10:00:00,administrative event,11,approved,2023-06-11T05:04:00
1062117,DGU0394,DG057,2023-06-18T08:00:00,2023-06-18T10:00:00,student activity,48,pending,2023-05-18T03:49:00
1062118,DGU0128,DG034,2023-05-12T09:00:00,2023-05-12T11:00:00,student activity,18,completed,2023-05-06T00:44:00
1062119,DGU0219,DG011,2025-07-21T13:00:00,2025-07-21T14:00:00,lecture,7,completed,2025-06-19T09:13:00
1062120,DGU0258,DG020,2024-06-30T08:00:00,2024-06-30T09:00:00,examination,5,completed,2024-06-01T03:23:00
1062121,DGU0098,DG040,2024-12-09T16:00:00,2024-12-09T17:00:00,meeting,21,completed,2024-11-10T09:41:00
1062122,DGU0380,DG027,2023-07-28T09:00:00,2023-07-28T10:00:00,lecture,43,approved,2023-06-29T06:42:00
1062123,DGU0232,DG037,2025-04-04T16:30:00,2025-04-04T17:30:00,workshop,134,rejected,2025-03-12T12:44:00
1062124,DGU0318,DG053,2023-05-21T08:00:00,2023-05-21T09:00:00,workshop,5,completed,2023-05-11T01:09:00
1062125,DGU0333,DG053,2024-07-11T09:30:00,2024-07-11T10:30:00,meeting,5,rejected,2024-06-09T02:58:00
1062126,DGU0068,DG056,2024-11-19T15:00:00,2024-11-19T16:00:00,lecture,25,rejected,2024-10-08T09:42:00
1062127,DGU0170,DG017,2023-04-12T08:00:00,2023-04-12T10:00:00,seminar,16,completed,2023-03-26T02:39:00
1062128,DGU0066,DG060,2023-11-25T12:00:00,2023-11-25T13:00:00,student activity,27,no-show,2023-10-05T11:49:00
1062129,DGU0366,DG018,2025-03-22T10:00:00,2025-03-22T12:00:00,workshop,12,approved,2025-02-03T06:50:00
1062130,DGU0310,DG002,2024-04-30T10:00:00,2024-04-30T11:00:00,lecture,18,completed,2024-04-04T03:53:00
1062131,DGU0086,DG016,2024-06-06T14:00:00,2024-06-06T15:00:00,meeting,15,completed,2024-05-18T07:38:00
1062132,DGU0304,DG049,2023-10-23T13:00:00,2023-10-23T14:00:00,workshop,116,completed,2023-09-20T09:41:00
1062133,DGU0334,DG020,2025-06-23T16:00:00,2025-06-23T18:00:00,seminar,24,completed,2025-05-12T12:12:00
1062134,DGU0124,DG018,2024-05-01T14:00:00,2024-05-01T17:00:00,lecture,10,completed,2024-04-16T04:23:00
1062135,DGU0197,DG055,2023-06-02T12:00:00,2023-06-02T13:00:00,workshop,62,completed,2023-04-05T05:43:00
1062136,DGU0296,DG052,2022-11-16T15:00:00,2022-11-16T18:00:00,student activity,11,approved,2022-10-01T06:53:00
1062137,DGL0015,DG013,2024-05-31T16:00:00,2024-05-31T17:00:00,examination,121,completed,2024-05-29T14:57:00
1062138,DGU0180,DG009,2024-12-26T14:00:00,2024-12-26T15:00:00,lecture,27,completed,2024-12-09T11:36:00
1062139,DGL0027,DG048,2024-11-09T14:30:00,2024-11-09T15:30:00,student activity,35,pending,2024-10-06T13:23:00
1062140,DGU0178,DG005,2023-11-30T11:00:00,2023-11-30T12:00:00,meeting,16,completed,2023-10-03T05:59:00
1062141,DGU0400,DG044,2024-12-23T16:30:00,2024-12-23T18:00:00,seminar,45,pending,2024-11-14T12:51:00
1062142,DGU0387,DG009,2022-11-10T15:00:00,2022-11-10T17:00:00,student activity,35,completed,2022-10-31T06:33:00
1062143,DGU0245,DG048,2024-01-20T14:00:00,2024-01-20T15:00:00,workshop,12,completed,2024-01-05T06:43:00
1062144,DGU0263,DG048,2025-07-11T13:00:00,2025-07-11T14:00:00,meeting,18,completed,2025-06-13T07:10:00
1062145,DGU0010,DG005,2024-10-23T09:00:00,2024-10-23T10:00:00,seminar,21,completed,2024-09-22T03:15:00
1062146,DGU0105,DG002,2023-01-31T12:00:00,2023-01-31T13:00:00,examination,25,completed,2022-12-16T08:27:00
1062147,DGU0190,DG058,2022-09-16T09:00:00,2022-09-16T10:30:00,meeting,7,cancelled,2022-08-15T03:50:00
1062148,DGU0167,DG023,2023-01-17T15:00:00,2023-01-17T17:00:00,meeting,11,completed,2023-01-10T10:40:00
1062149,DGU0098,DG014,2023-03-15T08:00:00,2023-03-15T09:00:00,examination,24,completed,2023-02-01T01:48:00
1062150,DGU0270,DG012,2024-08-10T12:00:00,2024-08-10T13:00:00,workshop,14,completed,2024-06-21T04:01:00
1062151,DGU0270,DG026,2024-03-27T11:30:00,2024-03-27T13:30:00,student activity,32,rejected,2024-03-12T08:54:00
1062152,DGDA0008,DG054,2025-01-04T15:30:00,2025-01-04T17:00:00,workshop,35,pending,2024-11-14T08:33:00
1062153,DGU0222,DG002,2022-10-07T09:00:00,2022-10-07T10:00:00,examination,16,completed,2022-09-02T06:11:00
1062154,DGU0362,DG035,2022-12-19T12:00:00,2022-12-19T13:30:00,seminar,1,cancelled,2022-11-17T11:27:00
1062155,DGU0190,DG051,2022-12-29T13:00:00,2022-12-29T14:30:00,examination,47,rejected,2022-11-21T11:24:00
1062156,DGU0268,DG010,2023-08-11T17:00:00,2023-08-11T18:00:00,workshop,5,completed,2023-08-03T09:59:00
1062157,DGU0040,DG030,2024-06-10T12:00:00,2024-06-10T13:00:00,workshop,8,approved,2024-05-01T10:54:00
1062158,DGU0377,DG050,2023-12-30T09:00:00,2023-12-30T10:00:00,seminar,9,rejected,2023-12-04T01:02:00
1062159,DGU0393,DG057,2023-05-01T17:00:00,2023-05-01T18:00:00,examination,35,completed,2023-03-31T08:48:00
1062160,DGU0305,DG056,2023-07-23T12:30:00,2023-07-23T14:00:00,examination,30,cancelled,2023-06-27T09:00:00
1062161,DGL0015,DG026,2022-10-21T17:00:00,2022-10-21T18:00:00,meeting,29,completed,2022-09-23T08:13:00
1062162,DGL0007,DG035,2024-01-09T15:00:00,2024-01-09T16:00:00,administrative event,11,cancelled,2023-11-12T08:28:00
