booking_id,staff_id,decision,decision_time,decision_note,rejection_reason,decision_method
1046852,DGFM0001,rejected,2024-08-06T02:28:00,Generated staff review rejected this request.,Purpose does not satisfy the space policy.,staff
1046853,DGFS0024,approved,2023-07-29T17:38:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1046855,DGFM0005,rejected,2024-12-21T20:36:00,Generated staff review rejected this request.,Purpose does not satisfy the space policy.,staff
1046856,DGFS0004,approved,2023-10-06T19:00:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1046857,DGFS0018,approved,2023-09-16T20:38:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1046859,DGFS0015,approved,2025-06-14T01:29:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1046860,DGFS0022,approved,2024-10-30T03:57:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1046862,DGFS0025,approved,2024-03-30T19:29:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1046863,DGFS0006,approved,2023-08-06T00:17:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1046864,DGFS0014,approved,2025-02-27T07:14:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1046865,DGFS0021,approved,2023-01-26T17:39:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1046866,DGFS0013,approved,2022-12-20T19:10:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1046868,DGFS0010,approved,2023-01-25T05:30:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1046869,DGFS0020,approved,2022-10-26T01:38:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1046870,DGFM0005,approved,2024-07-13T04:58:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1046871,DGFS0004,approved,2022-08-23T16:03:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1046872,DGFS0003,approved,2023-08-16T11:34:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1046873,DGFS0024,approved,2023-07-08T07:45:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1046874,DGFS0007,approved,2024-01-30T15:59:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1046875,DGFS0004,approved,2024-03-24T07:24:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1046876,DGFM0003,rejected,2024-01-17T16:56:00,Generated staff review rejected this request.,Requested operational support is unavailable.,staff
1046877,DGFS0017,approved,2023-06-11T18:23:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1046878,DGFM0004,approved,2023-10-05T06:13:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1046879,DGFS0023,rejected,2025-06-02T08:52:00,Generated staff review rejected this request.,Requested operational support is unavailable.,staff
1046881,DGFM0002,approved,2025-06-01T21:09:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1046883,DGFS0012,approved,2022-09-18T04:25:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1046884,DGFS0011,approved,2025-02-26T18:55:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1046886,,approved,2023-08-21T07:48:00,Automatically approved at submission time; generated usage policy satisfied.,,automatic
1046888,DGFS0008,approved,2024-08-03T15:12:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1046889,DGFS0021,approved,2023-08-19T21:41:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1046890,,approved,2025-06-11T08:00:00,Automatically approved at submission time; generated usage policy satisfied.,,automatic
1046891,DGFS0014,approved,2025-07-07T21:30:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1046892,DGFM0003,approved,2023-03-25T09:58:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1046893,DGFS0018,approved,2025-01-14T12:03:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1046894,,approved,2025-03-30T01:42:00,Automatically approved at submission time; generated usage policy satisfied.,,automatic
1046895,DGFS0017,approved,2025-01-03T16:53:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1046896,DGFM0003,approved,2024-08-23T13:41:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1046897,DGFM0004,approved,2025-02-18T06:22:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1046900,,approved,2023-12-12T05:36:00,Automatically approved at submission time; generated usage policy satisfied.,,automatic
1046901,,approved,2023-06-03T06:25:00,Automatically approved at submission time; generated usage policy satisfied.,,automatic
1046902,DGFS0013,approved,2022-08-14T12:10:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1046903,DGFS0012,approved,2023-10-13T05:31:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1046904,DGFS0017,approved,2024-03-27T09:54:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1046905,DGFS0025,approved,2025-08-22T16:59:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1046908,DGFM0002,approved,2023-10-15T03:47:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1046909,DGFM0005,approved,2023-10-05T05:51:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1046910,DGFS0013,approved,2022-09-27T09:40:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1046911,DGFM0004,approved,2025-02-09T07:23:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1046912,DGFS0017,approved,2023-01-17T00:43:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1046913,DGFS0016,approved,2025-01-30T14:15:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1046916,DGFS0007,approved,2024-02-09T23:38:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1046920,DGFS0004,approved,2024-12-06T01:19:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1046922,DGFS0015,approved,2023-09-17T05:34:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1046923,DGFM0001,approved,2024-01-05T13:01:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1046924,DGFS0024,approved,2023-10-26T00:39:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1046925,DGFS0014,approved,2023-06-19T05:35:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1046927,DGFS0009,rejected,2022-09-18T20:33:00,Generated staff review rejected this request.,Purpose does not satisfy the space policy.,staff
1046930,DGFS0010,approved,2023-07-15T12:12:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1046932,DGFM0003,approved,2024-10-13T04:17:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1046933,DGFM0004,approved,2023-05-17T02:05:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1046935,DGFS0004,approved,2022-07-23T23:05:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1046937,DGFS0003,approved,2023-09-25T21:46:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1046938,DGFS0003,approved,2024-12-20T13:58:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1046940,DGFS0015,approved,2025-05-23T14:12:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1046941,DGFS0004,approved,2024-06-13T10:29:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1046942,DGFS0015,approved,2022-08-07T17:26:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1046943,DGFS0011,rejected,2024-06-19T05:01:00,Generated staff review rejected this request.,Requested setup is not supported.,staff
1046945,DGFS0009,approved,2025-03-19T00:03:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1046947,DGFS0001,approved,2025-06-18T05:56:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1046948,DGFS0015,approved,2024-12-15T18:45:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1046950,DGFM0001,approved,2024-04-18T06:21:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1046951,DGFS0009,approved,2022-08-11T05:46:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1046952,DGFS0017,approved,2024-03-08T01:24:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1046954,DGFM0003,approved,2024-09-05T18:51:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1046955,DGFS0020,approved,2024-07-18T17:28:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1046956,DGFS0007,approved,2023-09-16T06:30:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1046957,DGFS0017,approved,2024-07-04T03:47:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1046958,DGFS0021,rejected,2022-11-27T03:32:00,Generated staff review rejected this request.,Requested setup is not supported.,staff
1046960,DGFS0012,approved,2023-11-05T02:24:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1046961,DGFS0018,approved,2025-01-14T07:06:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1046964,DGFS0008,approved,2022-10-14T06:32:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1046965,DGFS0010,approved,2023-09-07T05:23:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1046967,DGFS0025,approved,2023-03-06T18:25:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1046968,DGFM0005,approved,2022-09-24T23:40:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1046969,DGFS0010,rejected,2023-01-21T17:35:00,Generated staff review rejected this request.,Requested operational support is unavailable.,staff
1046970,DGFS0003,approved,2023-09-23T21:40:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1046971,DGFS0009,approved,2023-05-05T20:21:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1046974,DGFS0013,rejected,2023-06-24T10:33:00,Generated staff review rejected this request.,Purpose does not satisfy the space policy.,staff
1046975,DGFS0025,approved,2023-03-02T10:08:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1046976,DGFS0004,approved,2025-01-28T22:38:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1046977,DGFS0019,approved,2023-07-28T08:21:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1046978,,approved,2023-04-19T09:34:00,Automatically approved at submission time; generated usage policy satisfied.,,automatic
1046979,DGFS0021,approved,2025-02-10T08:24:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1046980,,approved,2024-08-04T04:10:00,Automatically approved at submission time; generated usage policy satisfied.,,automatic
1046981,DGFS0019,rejected,2024-08-28T18:41:00,Generated staff review rejected this request.,Purpose does not satisfy the space policy.,staff
1046982,DGFS0003,approved,2025-05-04T16:14:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1046984,DGFS0021,approved,2025-06-14T18:18:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1046985,DGFM0003,approved,2023-08-06T10:39:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1046987,DGFS0005,approved,2025-02-28T12:17:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1046989,DGFS0014,approved,2022-09-21T06:40:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1046991,DGFS0004,approved,2024-05-19T15:58:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1046992,DGFS0022,approved,2022-12-13T10:47:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1046993,DGFS0015,rejected,2023-10-02T22:38:00,Generated staff review rejected this request.,Requested setup is not supported.,staff
1046995,DGFS0002,approved,2023-03-08T16:50:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1046996,DGFS0016,approved,2024-12-24T06:10:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
