booking_id,actual_start_time,checked_in_by,initial_condition,actual_end_time,final_condition,usage_notes
1048532,2024-10-02T12:08:00,DGFS0011,Generated check-in: room ready for use.,2024-10-02T15:15:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1048535,2022-10-30T12:58:00,DGFS0008,Generated check-in: room ready for use.,2022-10-30T14:14:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1048537,2024-10-02T09:08:00,DGFS0002,Generated check-in: room ready for use.,2024-10-02T10:15:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1048538,2025-06-26T16:53:00,DGFM0004,Generated check-in: room ready for use.,2025-06-26T17:55:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1048539,2023-12-23T10:53:00,DGFS0021,Generated check-in: room ready for use.,2023-12-23T12:01:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1048541,2025-02-02T16:08:00,DGFM0004,Generated check-in: room ready for use.,2025-02-02T18:00:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1048542,2023-01-26T11:52:00,DGFS0006,Generated check-in: room ready for use.,2023-01-26T14:56:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1048545,2025-03-01T13:00:00,DGFS0024,Generated check-in: room ready for use.,2025-03-01T14:13:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1048547,2025-05-05T12:06:00,DGFM0003,Generated check-in: room ready for use.,2025-05-05T13:07:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1048549,2023-10-11T16:06:00,DGFS0023,Generated check-in: room ready for use.,2023-10-11T17:15:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1048550,2024-06-12T08:06:00,DGFM0004,Generated check-in: room ready for use.,2024-06-12T10:00:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1048551,2024-07-27T08:52:00,DGFS0019,Generated check-in: room ready for use.,2024-07-27T12:05:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1048553,2025-06-22T13:07:00,DGFS0022,Generated check-in: room ready for use.,2025-06-22T14:04:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1048556,2024-01-07T14:55:00,DGFS0006,Generated check-in: room ready for use.,2024-01-07T17:08:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1048557,2025-03-24T09:05:00,DGFM0002,Generated check-in: room ready for use.,2025-03-24T11:15:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1048562,2022-09-23T14:00:00,DGFS0008,Generated check-in: room ready for use.,2022-09-23T16:12:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1048566,2024-05-10T13:58:00,DGFS0006,Generated check-in: room ready for use.,2024-05-10T16:58:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1048568,2024-08-17T12:02:00,DGFM0004,Generated check-in: room ready for use.,2024-08-17T13:04:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1048572,2025-03-28T07:55:00,DGFS0007,Generated check-in: room ready for use.,2025-03-28T09:06:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1048575,2025-08-14T08:56:00,DGFS0025,Generated check-in: room ready for use.,2025-08-14T10:11:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1048582,2023-10-14T08:56:00,DGFS0008,Generated check-in: room ready for use.,2023-10-14T11:05:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1048585,2023-08-09T11:04:00,DGFS0021,Generated check-in: room ready for use.,2023-08-09T13:00:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1048588,2024-10-10T13:57:00,DGFS0017,Generated check-in: room ready for use.,2024-10-10T16:08:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1048591,2023-09-11T11:58:00,DGFS0013,Generated check-in: room ready for use.,2023-09-11T13:15:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1048599,2025-08-26T12:06:00,DGFS0024,Generated check-in: room ready for use.,2025-08-26T13:57:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1048600,2025-06-18T13:56:00,DGFM0002,Generated check-in: room ready for use.,2025-06-18T15:10:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1048601,2023-05-03T15:53:00,DGFS0013,Generated check-in: room ready for use.,2023-05-03T17:09:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1048604,2023-04-29T10:07:00,DGFS0025,Generated check-in: room ready for use.,2023-04-29T11:57:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1048606,2023-12-21T10:57:00,DGFS0001,Generated check-in: room ready for use.,2023-12-21T13:00:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1048609,2025-03-17T15:05:00,DGFS0001,Generated check-in: room ready for use.,2025-03-17T16:06:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1048610,2025-02-19T17:06:00,DGFS0009,Generated check-in: room ready for use.,2025-02-19T18:13:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1048611,2025-05-09T13:01:00,DGFS0020,Generated check-in: room ready for use.,2025-05-09T14:02:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1048614,2025-07-01T08:05:00,DGFM0005,Generated check-in: room ready for use.,2025-07-01T08:58:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1048617,2025-07-31T11:10:00,DGFS0003,Generated check-in: room ready for use.,2025-07-31T13:09:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1048620,2025-02-07T15:08:00,DGFS0020,Generated check-in: room ready for use.,2025-02-07T16:10:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1048625,2022-12-20T15:02:00,DGFM0003,Generated check-in: room ready for use.,2022-12-20T17:09:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1048626,2023-11-07T11:53:00,DGFS0025,Generated check-in: room ready for use.,2023-11-07T13:05:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1048629,2024-10-01T14:07:00,DGFS0017,Generated check-in: room ready for use.,2024-10-01T14:57:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1048631,2023-05-30T11:52:00,DGFS0016,Generated check-in: room ready for use.,2023-05-30T14:12:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1048634,2022-11-06T15:03:00,DGFS0003,Generated check-in: room ready for use.,2022-11-06T16:03:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1048637,2024-02-15T14:57:00,DGFS0005,Generated check-in: room ready for use.,2024-02-15T16:15:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1048638,2025-08-15T15:05:00,DGFS0018,Generated check-in: room ready for use.,2025-08-15T16:01:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1048642,2022-10-01T11:03:00,DGFM0004,Generated check-in: room ready for use.,2022-10-01T14:00:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1048644,2024-05-16T15:00:00,DGFM0004,Generated check-in: room ready for use.,2024-05-16T15:58:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1048645,2024-06-14T12:05:00,DGFS0011,Generated check-in: room ready for use.,2024-06-14T14:04:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1048647,2023-05-09T13:52:00,DGFS0004,Generated check-in: room ready for use.,2023-05-09T16:01:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1048649,2023-05-23T09:08:00,DGFS0006,Generated check-in: room ready for use.,2023-05-23T10:10:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1048650,2022-09-29T17:07:00,DGFS0006,Generated check-in: room ready for use.,2022-09-29T18:13:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1048651,2024-10-09T15:50:00,DGFS0025,Generated check-in: room ready for use.,2024-10-09T18:15:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1048652,2024-12-24T12:06:00,DGFS0001,Generated check-in: room ready for use.,2024-12-24T15:12:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1048659,2025-03-07T08:09:00,DGFS0014,Generated check-in: room ready for use.,2025-03-07T08:57:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1048661,2024-01-12T10:09:00,DGFS0017,Generated check-in: room ready for use.,2024-01-12T12:00:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1048662,2024-09-20T16:08:00,DGFS0008,Generated check-in: room ready for use.,2024-09-20T16:58:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1048664,2023-04-26T12:01:00,DGFS0021,Generated check-in: room ready for use.,2023-04-26T14:15:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1048665,2022-10-05T07:55:00,DGFS0019,Generated check-in: room ready for use.,2022-10-05T08:58:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1048669,2025-03-16T08:09:00,DGFM0001,Generated check-in: room ready for use.,2025-03-16T10:09:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1048673,2025-05-23T09:56:00,DGFM0005,Generated check-in: room ready for use.,2025-05-23T11:02:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1048676,2023-04-05T09:51:00,DGFS0008,Generated check-in: room ready for use.,2023-04-05T11:03:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
